Date,Recorded at,Scheduled for,Amount,Activity,Pending,Raw description,Description,Category folder,Category,Street address,City,State,Zip,Latitude,Longitude,Memo
2017/03/28,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.  Grand Rapids MI,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/28,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.  Grand Rapids MI,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/28,,,-14.94,Signature purchase,false,THE B.O.B.               GRAND RAPIDS MI,The BOB,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/28,,,-7.87,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/27,,,-13.55,Signature purchase,false,ANGELS THIA CAFE         GRAND RAPIDS MI,Angels Thia Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/03/27,,,-135.96,Signature purchase,false,BLUEAPRON.COM,Blue Apron,Home,Home Supplies,"",New York City,NY,10013,,,
2017/03/27,,,-1.00,Signature purchase,false,USPS.COM MOVER'S GUIDE   800-238-3150 TN,Usps,Office,Postage & Shipping,"",800-2383150,TN,38119,,,
2017/03/27,,,-6.64,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/26,,,-5.99,Signature purchase,false,GOOGLE *Google Play      g.co/payhelp#CA,Google Play Movies,Culture,Movies,"",G.co/Payhelp#,CA,94043,,,Manchester by the Sea (Rental)
2017/03/26,,,-34.44,Signature purchase,false,JET'S PIZZA              EAST GRAND RAMI,Jet's Pizza,Food & Drink,Restaurants,"",East Grand Ra,MI,49506,,,
2017/03/26,,,-3.50,Signature purchase,false,LYON STREET CAFE         GRAND RAPIDS MI,Lyon Street Cafe,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/26,,,-3.75,Signature purchase,false,LYON STREET CAFE         GRAND RAPIDS MI,Lyon Street Cafe,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/26,,,-3.75,Signature purchase,false,LYON STREET CAFE         GRAND RAPIDS MI,Lyon Street Cafe,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/26,,,-5.91,Signature purchase,false,TACO BELL #19934         GRAND RAPIDS MI,Taco Bell,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/03/26,,,-5.99,Signature purchase,false,GOOGLE *Google Play      g.co/payhelp#CA,Google Play Movies,Culture,Movies,"",G.co/Payhelp#,CA,94043,,,Ouija: Origin of Evil (Rental)
2017/03/25,,,-5.40,Signature purchase,false,MCDONALD'S M2657 OF MI   GRAND RAPIDS MI,McDonald's,Food & Drink,Restaurants,"",Grand Rapids,MI,49505,,,
2017/03/25,,,-21.00,Signature purchase,false,OSCAR'S BISTRO           GRAND RAPIDS MI,Oscar's Bistro,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49525,,,
2017/03/25,,,-9.00,Signature purchase,false,CELEBRATION CINEMA GRN   GRAND RAPIDS MI,Celebration Cinema,Culture,Movies,"",Grand Rapids,MI,49525,,,Life
2017/03/25,,,-25.00,Signature purchase,false,STARBUCKS CARD RELOAD    800-782-7282 WA,Starbucks,Food & Drink,Coffee & Tea,,800-782-7282,WA,98134,,,
2017/03/25,,,-6.66,Signature purchase,false,GUSS ORIGINAL INC        GRAND RAPIDS MI,Guss Original,Food & Drink,Restaurants,,Grand Rapids,MI,49525,43.0222,-85.61168,
2017/03/25,,,-3.75,Signature purchase,false,CITY OF GRAND RAPIDSMI   GRAND RAPIDS MI,Grand Rapids Parking,Transportation,Parking & Tolls,"",Grand Rapids,MI,49503,,,
2017/03/25,,,-10.50,Signature purchase,false,Back Forty Saloon        GRAND RAPIDS MI,Back Forty Saloon,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49503,,,
2017/03/25,,,-4.75,Signature purchase,false,Back Forty Saloon        GRAND RAPIDS MI,Back Forty Saloon,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49503,,,
2017/03/24,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49504,,,
2017/03/24,,,-7.40,Signature purchase,false,MCDONALD'S M6183 OF MI   GRAND RAPIDS MI,McDonald's,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/24,,,-12.00,Signature purchase,false,CITY OF GRAND RAPIDSMI   GRAND RAPIDS MI,Grand Rapids Parking,Transportation,Parking & Tolls,"",Grand Rapids,MI,49503,,,
2017/03/24,,,-19.99,Signature purchase,false,GOOGLE *Google Play      g.co/payhelp#CA,Google Play Movies,Culture,Movies,"",G.co/Payhelp#,CA,94043,,,Star Wars: Rogue One
2017/03/24,,,-5.68,Signature purchase,false,PANERA BREAD #3738       GRAND RAPIDS MI,Panera Bread,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/24,,,-257.75,Bill payment,false,Payment to Auto Payment,Bill Williams,Transportation,Auto Payment,"","","","",,,
2017/03/24,,,-200.00,Bill payment,false,Payment to Auto Insurance,Bill Williams,Transportation,Auto Insurance,"","","","",,,
2017/03/24,,,1686.70,ACH,false,CREDIT FOR SPECTRUM HEALTH  PR PAYMENT  CO REF- 0001-000142628,Spectrum Health,Income,Paycheck,"","","","",,,
2017/03/23,,,-37.56,Signature purchase,false,GRAND RAPIDS BREWI       GRAND RAPIDS MI,Grand Rapids Brewing​ Co,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49503,,,
2017/03/23,,,-5.61,Signature purchase,false,MARRIOTT JW GR- STARBUC  GRAND RAPIDS MI,Starbucks,Food & Drink,Coffee & Tea,"","","","",,,
2017/03/23,,,-25.00,Signature purchase,false,STARBUCKS CARD RELOAD    800-782-7282 WA,Starbucks,Food & Drink,Coffee & Tea,,800-782-7282,WA,98134,,,
2017/03/23,,,-12.29,Signature purchase,false,THE B.O.B.               GRAND RAPIDS MI,The BOB,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/23,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49504,,,
2017/03/23,,,-5.38,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/22,,,-5.61,Signature purchase,false,MARRIOTT JW GR- STARBUC  GRAND RAPIDS MI,Starbucks,Food & Drink,Coffee & Tea,"","","","",,,
2017/03/22,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.  Grand Rapids MI,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/22,,,-9.21,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/22,,,-5.38,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/22,,,-150.00,Signature purchase,false,ASSUREX HEALTH           888-987-9913 OH,Assurex,Health & Medical,Care Facilities,"",888-9879913,OH,45040,,,
2017/03/22,,,-170.78,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3012533820,Amazon,Pets,Pet Supplies,"","","","",,,
2017/03/22,,,-152.00,ACH,false,DEBIT FOR  CONSUMERS ENERGY ENERGYBILL  CO REF- 103021335783,Consumers Energy,Utilities,Electricity,"","","","",,,
2017/03/21,,,-12.46,Signature purchase,false,GREEN WELL               GRAND RAPIDS MI,Green Well,Food & Drink,Restaurants,,Grand Rapids,MI,49506,42.94573,-85.61899,
2017/03/21,,,-120.38,Signature purchase,false,DTE ENERGY 800-477-4747  firstpoynt.coMI,Dte Energy,Utilities,Other Utilities,"",Detroit,MI,48226,,,
2017/03/21,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.  Grand Rapids MI,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/21,,,-10.42,Signature purchase,false,J GARDELLAS TAVERN       GRAND RAPIDS MI,J Gardellas Tavern,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/03/21,,,-1.10,Signature purchase,false,32 MARKET                RIVER FALLS  WI,Spectrum Health,Food & Drink,Restaurants,"",River Falls,WI,54022,,,
2017/03/21,,,-6.53,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/21,,,-208.80,ACH,false,DEBIT FOR  GREAT LAKES      STUDENT LN  CO REF- 0000,Great Lakes Student Loans,Education,Student Loans,"","","","",,,
2017/03/21,,,-20.88,Signature purchase,false,JET'S PIZZA              EAST GRAND RAMI,Jet's Pizza,Food & Drink,Restaurants,"",East Grand Ra,MI,49506,,,
2017/03/20,,,-3.99,Signature purchase,false,GOOGLE *Google Play      g.co/payhelp#CA,Google Play Movies,Culture,Movies,"",G.co/Payhelp#,CA,94043,,,Riddick (Rental)
2017/03/20,,,-0.99,Signature purchase,false,GOOGLE *Google Play      g.co/payhelp#CA,Google Play Movies,Culture,Movies,"",G.co/Payhelp#,CA,94043,,,Train to Busan
2017/03/20,,,-11.73,Signature purchase,false,PANERA BREAD #3738       GRAND RAPIDS MI,Panera Bread,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/20,,,-8.98,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/19,,,-3.99,Signature purchase,false,GOOGLE *Google Play      g.co/payhelp#CA,Google Play Movies,Culture,Movies,"",G.co/Payhelp#,CA,94043,,,2 Guns (Rental)
2017/03/19,,,-12.99,Signature purchase,false,GOOGLE *Google Play      g.co/payhelp#CA,Google Play Movies,Culture,Movies,"",G.co/Payhelp#,CA,94043,,,Zero Dark Thirty
2017/03/19,,,-5.24,Signature purchase,false,SQ *THAT EARLY BIRD      Grand Rapids MI,That Early Bird,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49506,,,
2017/03/19,,,-17.67,Signature purchase,false,WOLFGANGS RESTAURANT     GRAND RAPIDS MI,Wolfgangs Restaurant,Food & Drink,Restaurants,,Grand Rapids,MI,49506,42.94573,-85.61899,
2017/03/18,,,-9.41,Signature purchase,false,MCDONALD'S M6183 OF MI   GRAND RAPIDS MI,McDonald's,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/18,,,-8.75,Signature purchase,false,CITY OF GRAND RAPIDSMI   GRAND RAPIDS MI,Grand Rapids Parking,Transportation,Parking & Tolls,"",Grand Rapids,MI,49503,,,
2017/03/18,,,-20.00,Signature purchase,false,SQ *BARFLY VENTURES      Grand Rapids MI,Barfly Ventures,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49503,,,
2017/03/18,,,-25.00,Signature purchase,false,SQ *BARFLY VENTURES      Grand Rapids MI,Barfly Ventures,Culture,Random Fun,"",Grand Rapids,MI,49503,,,
2017/03/18,,,-99.00,Signature purchase,false,SHIPT.COM MEMBERSHIP P   WWW.SHIPT.COMAL,Shipt,Technology,Online Services,"",Birmingham,AL,35203,,,
2017/03/18,,,-14.99,Signature purchase,false,GOOGLE *HBO Dig Sv Inc,HBO Now,Technology,Online Services,"",855-492-5538,CA,94043,,,
2017/03/17,,,-9.50,Signature purchase,false,MARRIOTT JW GR- STARBUC  GRAND RAPIDS MI,Starbucks,Food & Drink,Coffee & Tea,"","","","",,,
2017/03/17,,,-7.81,Signature purchase,false,TACO BELL #19934         GRAND RAPIDS MI,Taco Bell,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/17,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49504,,,
2017/03/17,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49504,,,
2017/03/17,,,-5.38,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/17,,,-19.00,Signature purchase,false,ABC*FITNESS 19,Fitness 19,Sports & Fitness,Memberships,"",888-8279262,MI,49505,,,
2017/03/17,,,-9.99,Signature purchase,false,GOOGLE *Google Music,Google Music,Technology,Online Services,"",855-492-5538,CA,94043,,,
2017/03/16,,,-4.38,Signature purchase,false,SQ *LANTERN COFFEE BAR   Grand Rapids MI,Lantern Coffee Bar,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/16,,,-19.82,Signature purchase,false,PEPPINOS GRILL PIZZERI   GRAND RAPIDS MI,Peppino's Grill Pizzeria,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/16,,,-59.40,Signature purchase,false,LUCID SOFTWARE INC.,Lucid Software,Technology,Software,,South Jordan,UT,84095,40.5541,-111.9539,
2017/03/16,,,-42.86,Signature purchase,false,Olives Restaurant        Grand Rapids MI,Olive's Restaurant,Food & Drink,Restaurants,"",Grand Rapids,MI,49506,,,
2017/03/15,,,-4.87,Signature purchase,false,MARRIOTT JW GR- STARBUC  GRAND RAPIDS MI,Starbucks,Food & Drink,Coffee & Tea,"","","","",,,
2017/03/15,,,-5.51,Signature purchase,false,MARRIOTT JW GR- STARBUC  GRAND RAPIDS MI,Starbucks,Food & Drink,Coffee & Tea,"","","","",,,
2017/03/15,,,-3.87,Signature purchase,false,STARBUCKS STORE 02521    EAST GRAND RAMI,Starbucks,Food & Drink,Coffee & Tea,,East Grand Ra,MI,49506,,,
2017/03/15,,,-1.27,Signature purchase,false,THE UPS STORE 1608       GRAND RAPIDS MI,The UPS Store,Office,Postage & Shipping,"",East Grand Ra,MI,49506,,,
2017/03/15,,,-40.57,Signature purchase,false,GOOGLE *PROJECT FI       g.co/payhelp#CA,Project Fi,Utilities,Phone,"",G.co/Payhelp#,CA,94043,,,
2017/03/15,,,-1.75,Signature purchase,false,32 MARKET                RIVER FALLS  WI,Spectrum Health,Food & Drink,Restaurants,"",River Falls,WI,54022,,,
2017/03/15,,,-8.43,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/15,,,-11.99,Pin purchase,false,NETFLIX COM,Netflix,Technology,Online Services,"",Los Gatos,CA,"",,,
2017/03/14,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.  Grand Rapids MI,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/14,,,-6.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.  Grand Rapids MI,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/14,,,-14.22,Signature purchase,false,SQ *ELECTRIC HERO GRAND  Grand Rapids MI,Electric Hero,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/14,,,-6.02,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/13,,,-24.62,Signature purchase,false,JET'S PIZZA              EAST GRAND RAMI,Jet's Pizza,Food & Drink,Restaurants,"",East Grand Ra,MI,49506,,,
2017/03/13,,,-5.24,Signature purchase,false,MARRIOTT JW GR- STARBUC  GRAND RAPIDS MI,Starbucks,Food & Drink,Coffee & Tea,"","","","",,,
2017/03/13,,,-12.57,Signature purchase,false,PANERA BREAD #3738       GRAND RAPIDS MI,Panera Bread,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/13,,,-6.86,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/13,,,-317.99,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 2993182494,Target,Culture,Games,"","","","",,,Nintendo Switch
2017/03/12,,,-25.08,Signature purchase,false,BRICK ROAD PIZZA CO      GRAND RAPIDS MI,Brick Road Pizza Co,Food & Drink,Restaurants,,Grand Rapids,MI,49506,42.94573,-85.61899,
2017/03/12,,,-1.00,Signature purchase,false,CHASE-GRANDRAPIDPARKNG   866-330-7329 IL,Grand Rapids Parking,Fees,Other Fees,"",Chicago,IL,60606,,,Convenience Fee
2017/03/12,,,-20.00,Signature purchase,false,GRAND RAPIDS PARKING     616-456-4218 MI,Grand Rapids Parking,Transportation,Parking Tickets,"",Grand Rapids,MI,49503,,,
2017/03/12,,,-6.66,Signature purchase,false,GUSS ORIGINAL INC        GRAND RAPIDS MI,Gus's Original,Food & Drink,Restaurants,"",Grand Rapids,MI,49525,,,
2017/03/11,,,-6.25,Signature purchase,false,CITY OF GRAND RAPIDSMI   GRAND RAPIDS MI,Grand Rapids Parking,Transportation,Parking & Tolls,"",Grand Rapids,MI,49503,,,
2017/03/11,,,-4.38,Signature purchase,false,SQ *LANTERN COFFEE BAR   Grand Rapids MI,Lantern Coffee Bar,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/11,,,-7.81,Signature purchase,false,TACO BELL #19934         GRAND RAPIDS MI,Taco Bell,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/10,,,-36.62,Signature purchase,false,IN *GRAY SKIES DISTILLE  616-4371119  MI,Gray Skies Distillery​,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49503,,,
2017/03/10,,,-37.50,Signature purchase,false,SQ *SIN REPUBLIC SALON   Grand Rapids MI,Sin Republic Salon,Personal,Hair,,Grand Rapids,MI,49505,42.96336,-85.66809,
2017/03/10,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/10,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/10,,,-14.66,Signature purchase,false,SQ *ELECTRIC HERO GRAND  Grand Rapids MI,Electric Hero,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/10,,,-114.33,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 2993181274,Amazon,Culture,Games,"","","","",,,
2017/03/10,,,1730.84,ACH,false,CREDIT FOR SPECTRUM HEALTH  PR PAYMENT  CO REF- 0001-000142628,Spectrum Health,Income,Paycheck,"","","","",,,
2017/03/10,,,-3.85,Signature purchase,false,PARKING METERS-PAY BY    616-456-3755 MI,Grand Rapids Parking,Transportation,Parking & Tolls,"",Grand Rapids,MI,49503,,,
2017/03/10,,,-11.00,Signature purchase,false,OSCAR'S BISTRO           GRAND RAPIDS MI,Oscar's Bistro,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49525,,,
2017/03/09,,,-29.29,Signature purchase,false,GREEN WELL               GRAND RAPIDS MI,Green Well,Food & Drink,Restaurants,,Grand Rapids,MI,49506,42.94573,-85.61899,
2017/03/09,,,-9.75,Signature purchase,false,CELEBRATION CINEMA GRN   616-447-4200 MI,Celebration Cinema,Culture,Movies,"",Grand Rapids,MI,49525,,,Kong: Skull Island
2017/03/09,,,-49.88,Pin purchase,false,MEIJER INC 158 1997 EAST,Meijer,Food & Drink,Groceries,,Grand Rapids,MI,"",42.96695,-85.62612,
2017/03/09,,,-5.25,Signature purchase,false,STARBUCKS STORE 02661    GRAND RAPIDS MI,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2017/03/09,,,-5.25,Signature purchase,false,STARBUCKS STORE 02661    GRAND RAPIDS MI,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2017/03/09,,,-5.81,Signature purchase,false,MCDONALD'S M2657 OF MI   GRAND RAPIDS MI,McDonald's,Food & Drink,Restaurants,"",Grand Rapids,MI,49505,,,
2017/03/09,,,-20.69,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 2993176409,Target,Home,Home Purchase,"","","","",,,Bath Runner
2017/03/09,,,591.24,ACH,false,CREDIT FOR PNCBANK_XTRANSFR POPMONEY    CO REF- MAIDA SABANOVIC,Maida Sabanovic,Home,Rent,"","","","",,,
2017/03/08,,,-6.24,Signature purchase,false,GRAND RAPIDS BREWI       GRAND RAPIDS MI,Grand Rapids Brewing Co,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/08,,,-8.56,Signature purchase,false,BIGGBY COFFEE 492        GRAND RAPIDS MI,Biggby Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/08,,,-7.13,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/08,,,-123.12,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 2993168157,Target,Home,Furnishings,"","","","",,,Bedding
2017/03/08,,,23.00,ACH,false,CREDIT FOR SOM INCOME TAX   PAYMENTS    CO REF- I03042971535101,State Tax Return,Financial,"Taxes, State","","","","",,,
2017/03/07,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/07,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/07,,,-20.00,Signature purchase,false,HOPCAT                   GRAND RAPIDS MI,Hopcat,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/07,,,-8.87,Signature purchase,false,SH HOSP FOOD 25 OTTAWA   GRAND RAPIDS MI,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/07,,,-14.13,Signature purchase,false,MARRIOTT JW GR- STARBUC  GRAND RAPIDS MI,Starbucks,Food & Drink,Coffee & Tea,"","","","",,,
2017/03/06,,,-2.50,Signature purchase,false,32 MARKET                RIVER FALLS  WI,Spectrum Health,Food & Drink,Restaurants,"",River Falls,WI,54022,,,
2017/03/06,,,-9.54,Signature purchase,false,SUBWAY        03162864   GRAND RAPIDS MI,Subway Restaurant,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/06,,,-79.93,Bill payment,false,Payment to Water and Sewer,American Realty,Utilities,Water & Sewer,"","","","",,,
2017/03/06,,,-3.00,ACH,false,DEBIT FOR  GRAND RAPIDS     INC TAX PD  CO REF- 2016UDCYJKISEXL,Grand Rapids City Tax,Financial,"Taxes, Other","","","","",,,
2017/03/05,,,-5.00,Signature purchase,false,SQ *THE SPARROWS         GRAND RAPIDS MI,The Sparrows,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49506,,,
2017/03/05,,,-28.26,Signature purchase,false,Electric Cheetah         Grand Rapids MI,The Electric Cheetah,Food & Drink,Restaurants,"",Grand Rapids,MI,49506,,,
2017/03/05,,,-24.62,Signature purchase,false,JET'S PIZZA              EAST GRAND RAMI,Jet's Pizza,Food & Drink,Restaurants,"",East Grand Ra,MI,49506,,,
2017/03/03,,,-45.75,Signature purchase,false,CELEBRATION CINEMA GRN   616-447-4200 MI,Celebration Cinema,Culture,Movies,"",Grand Rapids,MI,49525,,,Logan (IMAX)
2017/03/03,,,-4.38,Signature purchase,false,SQ *LANTERN COFFEE       GRAND RAPIDS MI,Lantern Coffee Bar,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/03,,,-23.96,Signature purchase,false,STELLAS LOUNGE           GRAND RAPIDS MI,Stellas Lounge,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/03,,,-25.00,Signature purchase,false,STARBUCKS CARD RELOAD    800-782-7282 WA,Starbucks,Food & Drink,Coffee & Tea,"",800-782-7282,WA,98134,,,
2017/03/02,,,-11.00,Signature purchase,false,OSCAR'S BISTRO           GRAND RAPIDS MI,Oscar's Bistro,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49525,,,
2017/03/02,,,-11.00,Signature purchase,false,OSCAR'S BISTRO           GRAND RAPIDS MI,Oscar's Bistro,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49525,,,
2017/03/02,,,-13.00,Signature purchase,false,PANERA BREAD #3738       GRAND RAPIDS MI,Panera Bread,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/02,,,-44.00,Signature purchase,false,HANZ DE FUKO             415-572-7271 CA,Hanz De Fuko,Personal,Hair,"",Sacramento,CA,95835,,,
2017/03/02,,,-7.81,Signature purchase,false,TACO BELL #19934         GRAND RAPIDS MI,Taco Bell,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/01,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE &      GRAND RAPIDS MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/01,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/01,,,-16.75,Signature purchase,false,SQ *ELECTRIC HERO GRAND  Grand Rapids MI,Electric Hero,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/03/01,,,-5.40,Signature purchase,false,BIGGBY COFFEE 492        GRAND RAPIDS MI,Biggby Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/03/01,,,491.24,ACH,false,CREDIT FOR CAPITAL ONE N.A. P2PPAYMENT  CO REF- COF000599216,Ryan McCracken,Home,Rent,"","","","",,,
2017/03/01,,,1149.00,ACH,false,CREDIT FOR IRS  TREAS 310     TAX REF   CO REF- 376151610200909,Federal Tax Return,Financial,"Taxes, Federal","","","","",,,
2017/03/01,,,-89.45,Signature purchase,false,COMCAST,Comcast,Utilities,Internet,"",800-934-6489,MI,48170,,,
2017/03/01,,,0.08,Interest credit,false,IOD INTEREST PAID,Interest Credit,Income,Interest,,,,,,,
2017/03/01,,,-7.99,Signature purchase,false,GOOGLE *Google Play      g.co/payhelp#CA,Google Play Movies,Culture,Movies,"",G.co/Payhelp#,CA,94043,,,The Girl With All The Gifts (Rental)
2017/03/01,,,-15.25,Signature purchase,false,CELEBRATION CINEMA GRN   616-447-4200 MI,Celebration Cinema,Culture,Movies,"",Grand Rapids,MI,49525,,,Logan (IMAX)
2017/02/28,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT  Grand Rapids MI,Ferris Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
